mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,coordinates,Longitude,Latitude,Depth,id,time_format_full,time_format_hms,time_format_ymd,year,month,day,hours,minutes,seconds
4.1,Turkey,1171165380000,1415323896432,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f4ne,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f4ne&format=geojson,,,,,reviewed,0,259,us,p000f4ne,",usp000f4ne,",",us,",",impact-text,origin,phase-data,",26.0,,,127.2,mb,earthquake,"M 4.1 - 13 km NE of Do?anyol, Turkey","[39.119, 38.405, 2.3]",39.119, 38.405, 2.3,usp000f4ne,2007-02-11 06:43:00,06:43:00,2007-02-11,2007,02,11,06,43,00
4.4,Turkey,1171216303240,1415323896693,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f4pk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f4pk&format=geojson,,,,,reviewed,0,298,us,p000f4pk,",usp000f4pk,",",us,",",impact-text,origin,phase-data,",46.0,,1.28,127.0,mb,earthquake,"M 4.4 - 8 km NNW of Çüngü?, Turkey","[39.266, 38.279, 10]",39.266, 38.279, 10,usp000f4pk,2007-02-11 20:51:43.240000,20:51:43,2007-02-11,2007,02,11,20,51,43.240000
3.8,Turkey,1171224954800,1415323896772,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f4ps,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f4ps&format=geojson,,,,,reviewed,0,222,us,p000f4ps,",usp000f4ps,",",us,",",impact-text,origin,phase-data,",56.0,,,48.8,md,earthquake,"M 3.8 - 16 km SSE of Bodrum, Turkey","[27.5, 36.9, 46]",27.5, 36.9, 46,usp000f4ps,2007-02-11 23:15:54.800000,23:15:54,2007-02-11,2007,02,11,23,15,54.800000
3.0,Greece,1171319877400,1415323897138,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f4s0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f4s0&format=geojson,,,,,reviewed,0,138,us,p000f4s0,",usp000f4s0,",",us,",",impact-text,origin,phase-data,",11.0,,,97.4,m,earthquake,"M 3.0 - 38 km ESE of Astypálaia, Greece","[26.75, 36.43, 138]",26.75, 36.43, 138,usp000f4s0,2007-02-13 01:37:57.400000,01:37:57,2007-02-13,2007,02,13,01,37,57.400000
3.4,Turkey,1171431564000,1415323897627,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f4up,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f4up&format=geojson,,,,,reviewed,0,178,us,p000f4up,",usp000f4up,",",us,",",impact-text,origin,phase-data,",7.0,,,187.3,md,earthquake,"M 3.4 - 5 km WNW of Antalya, Turkey","[30.638, 36.931, 79.3]",30.638, 36.931, 79.3,usp000f4up,2007-02-14 08:39:24,08:39:24,2007-02-14,2007,02,14,08,39,24
4.5,Turkey,1171454352000,1415323897717,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f4vc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f4vc&format=geojson,,,,,reviewed,0,312,us,p000f4vc,",usp000f4vc,",",us,",",impact-text,origin,phase-data,",20.0,,,60.5,mb,earthquake,"M 4.5 - 15 km SSE of Delice, Turkey","[34.067, 39.821, 5]",34.067, 39.821, 5,usp000f4vc,2007-02-14 14:59:12,14:59:12,2007-02-14,2007,02,14,14,59,12
3.2,Greece,1171467549400,1415323897750,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f4vj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f4vj&format=geojson,,,,,reviewed,0,158,us,p000f4vj,",usp000f4vj,",",us,",",impact-text,origin,phase-data,",6.0,,,142.0,md,earthquake,"M 3.2 - 36 km NNE of Karpathos, Greece","[27.3, 35.83, 25]",27.3, 35.83, 25,usp000f4vj,2007-02-14 18:39:09.400000,18:39:09,2007-02-14,2007,02,14,18,39,09.400000
4.1,Greece,1171509352500,1415323898080,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f4wm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f4wm&format=geojson,,,,,reviewed,0,259,us,p000f4wm,",usp000f4wm,",",us,",",impact-text,origin,phase-data,",198.0,,,40.9,mb,earthquake,"M 4.1 - 16 km S of Lárdos, Greece","[28.02, 35.95, 83]",28.02, 35.95, 83,usp000f4wm,2007-02-15 06:15:52.500000,06:15:52,2007-02-15,2007,02,15,06,15,52.500000
3.4,Turkey,1171588335000,1415323898249,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f4y2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f4y2&format=geojson,,,,,reviewed,0,178,us,p000f4y2,",usp000f4y2,",",us,",",impact-text,origin,phase-data,",8.0,,,246.0,md,earthquake,"M 3.4 - 14 km W of Erdek, Turkey","[27.629, 40.415, 14]",27.629, 40.415, 14,usp000f4y2,2007-02-16 04:12:15,04:12:15,2007-02-16,2007,02,16,04,12,15
3.7,Turkey,1171596606000,1415323898266,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f4y8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f4y8&format=geojson,,,,,reviewed,0,211,us,p000f4y8,",usp000f4y8,",",us,",",impact-text,origin,phase-data,",11.0,,,132.4,ml,earthquake,"M 3.7 - 20 km W of Karl?ova, Turkey","[40.77, 39.317, 5]",40.77, 39.317, 5,usp000f4y8,2007-02-16 06:30:06,06:30:06,2007-02-16,2007,02,16,06,30,06
3.4,Turkey,1171656685620,1415323898366,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f4zg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f4zg&format=geojson,,,,,reviewed,0,178,us,p000f4zg,",usp000f4zg,",",us,",",impact-text,origin,phase-data,",21.0,,,57.2,md,earthquake,"M 3.4 - 30 km N of Haymana, Turkey","[32.528, 39.709, 15.4]",32.528, 39.709, 15.4,usp000f4zg,2007-02-16 23:11:25.620000,23:11:25,2007-02-16,2007,02,16,23,11,25.620000
4.6,Turkey,1171701904390,1415323899175,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f50z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f50z&format=geojson,,,,,reviewed,0,326,us,p000f50z,",usp000f50z,",",us,",",impact-text,origin,phase-data,",59.0,,,157.5,mb,earthquake,"M 4.6 - 5 km SSE of ?enkaya, Turkey","[42.357, 40.51, 5]",42.357, 40.51, 5,usp000f50z,2007-02-17 11:45:04.390000,11:45:04,2007-02-17,2007,02,17,11,45,04.390000
3.5,Turkey,1171790858100,1415323899414,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f531,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f531&format=geojson,,,,,reviewed,0,188,us,p000f531,",usp000f531,",",us,",",impact-text,origin,phase-data,",5.0,,,165.5,md,earthquake,"M 3.5 - 12 km W of Karaburun, Turkey","[26.37, 38.64, 14]",26.37, 38.64, 14,usp000f531,2007-02-18 12:27:38.100000,12:27:38,2007-02-18,2007,02,18,12,27,38.100000
3.1,Greece,1171916922900,1415323900045,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f569,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f569&format=geojson,,,,,reviewed,0,148,us,p000f569,",usp000f569,",",us,",",impact-text,origin,phase-data,",6.0,,,207.9,md,earthquake,"M 3.1 - 12 km WNW of Kéfalos, Greece","[26.83, 36.78, 36]",26.83, 36.78, 36,usp000f569,2007-02-19 23:28:42.900000,23:28:42,2007-02-19,2007,02,19,23,28,42.900000
3.0,Greece,1171927038000,1415323900079,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f56m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f56m&format=geojson,,,,,reviewed,0,138,us,p000f56m,",usp000f56m,",",us,",",impact-text,origin,phase-data,",10.0,,,158.1,ml,earthquake,"M 3.0 - 39 km NNE of Karpathos, Greece","[27.4, 35.83, 10]",27.4, 35.83, 10,usp000f56m,2007-02-20 02:17:18,02:17:18,2007-02-20,2007,02,20,02,17,18
3.6,Greece,1171994830000,1415323900346,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f58h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f58h&format=geojson,,,,,reviewed,0,199,us,p000f58h,",usp000f58h,",",us,",",impact-text,origin,phase-data,",21.0,,,112.9,md,earthquake,"M 3.6 - 31 km SW of Émponas, Greece","[27.58, 36.05, 10]",27.58, 36.05, 10,usp000f58h,2007-02-20 21:07:10,21:07:10,2007-02-20,2007,02,20,21,07,10
3.1,Greece,1172030612400,1415323900500,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f59s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f59s&format=geojson,,,,,reviewed,0,148,us,p000f59s,",usp000f59s,",",us,",",impact-text,origin,phase-data,",4.0,,,181.2,md,earthquake,"M 3.1 - 43 km N of Karpathos, Greece","[27.24, 35.9, 10]",27.24, 35.9, 10,usp000f59s,2007-02-21 07:03:32.400000,07:03:32,2007-02-21,2007,02,21,07,03,32.400000
5.7,Turkey,1172055928630,1657784614056,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5an,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5an&format=geojson,5.0,4.5,7.034,,reviewed,0,502,us,p000f5an,",usp000f5an,us2007zbat,choy20070221110529,gcmtc200702211105a,gcmt20070221110529,atlas20070221110528,iscgem11507033,",",us,us,choy,gcmt,gcmt,atlas,iscgem,",",associate,dyfi,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",450.0,,1.15,62.0,mwb,earthquake,"M 5.7 - 12 km N of Çüngü?, Turkey","[39.275, 38.318, 6]",39.275, 38.318, 6,usp000f5an,2007-02-21 14:05:28.630000,14:05:28,2007-02-21,2007,02,21,14,05,28.630000
3.6,Greece,1172082888000,1415323900698,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5bf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5bf&format=geojson,,,,,reviewed,0,199,us,p000f5bf,",usp000f5bf,",",us,",",impact-text,origin,phase-data,",8.0,,,156.1,md,earthquake,"M 3.6 - 9 km N of Mantamádos, Greece","[26.341, 39.398, 7.2]",26.341, 39.398, 7.2,usp000f5bf,2007-02-21 21:34:48,21:34:48,2007-02-21,2007,02,21,21,34,48
3.2,Greece,1172085177600,1415323900705,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5bj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5bj&format=geojson,,,,,reviewed,0,158,us,p000f5bj,",usp000f5bj,",",us,",",impact-text,origin,phase-data,",4.0,,,188.2,md,earthquake,"M 3.2 - 7 km E of Mantamádos, Greece","[26.42, 39.31, 15]",26.42, 39.31, 15,usp000f5bj,2007-02-21 22:12:57.600000,22:12:57,2007-02-21,2007,02,21,22,12,57.600000
3.3,Greece,1172110402500,1415323900775,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5c9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5c9&format=geojson,,,,,reviewed,0,168,us,p000f5c9,",usp000f5c9,",",us,",",impact-text,origin,phase-data,",5.0,,,252.1,md,earthquake,"M 3.3 - 5 km S of Kardámaina, Greece","[27.15, 36.73, 39]",27.15, 36.73, 39,usp000f5c9,2007-02-22 05:13:22.500000,05:13:22,2007-02-22,2007,02,22,05,13,22.500000
3.0,Turkey,1172140125880,1415323900850,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5d1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5d1&format=geojson,,,,,reviewed,0,138,us,p000f5d1,",usp000f5d1,",",us,",",impact-text,origin,phase-data,",8.0,,,73.5,md,earthquake,"M 3.0 - 9 km NNE of Do?anyol, Turkey","[39.06, 38.39, 6.9]",39.06, 38.39, 6.9,usp000f5d1,2007-02-22 13:28:45.880000,13:28:45,2007-02-22,2007,02,22,13,28,45.880000
4.2,Greece,1172160816040,1415323900883,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5de,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5de&format=geojson,,,,,reviewed,0,271,us,p000f5de,",usp000f5de,",",us,",",impact-text,origin,phase-data,",93.0,,1.39,46.7,mb,earthquake,"M 4.2 - 3 km WSW of Mandráki, Greece","[27.1, 36.598, 129.6]",27.1, 36.598, 129.6,usp000f5de,2007-02-22 19:13:36.040000,19:13:36,2007-02-22,2007,02,22,19,13,36.040000
4.0,Turkey,1172177366000,1415323900934,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5e0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5e0&format=geojson,,,,,reviewed,0,246,us,p000f5e0,",usp000f5e0,",",us,",",impact-text,origin,phase-data,",27.0,,,104.1,mb,earthquake,"M 4.0 - 2 km E of Kozan, Turkey","[35.849, 37.451, 16.6]",35.849, 37.451, 16.6,usp000f5e0,2007-02-22 23:49:26,23:49:26,2007-02-22,2007,02,22,23,49,26
3.8,Turkey,1172232722690,1415323901077,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5fb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5fb&format=geojson,,,,,reviewed,0,222,us,p000f5fb,",usp000f5fb,",",us,",",impact-text,origin,phase-data,",9.0,,1.24,137.2,ml,earthquake,"M 3.8 - 10 km NW of Çüngü?, Turkey","[39.218, 38.287, 10]",39.218, 38.287, 10,usp000f5fb,2007-02-23 15:12:02.690000,15:12:02,2007-02-23,2007,02,23,15,12,02.690000
3.8,Turkey,1172347148000,1415323901836,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5j9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5j9&format=geojson,,,,,reviewed,0,222,us,p000f5j9,",usp000f5j9,",",us,",",impact-text,origin,phase-data,",8.0,,,226.3,ml,earthquake,"M 3.8 - 2 km N of Behram, Turkey","[26.33, 39.52, 10]",26.33, 39.52, 10,usp000f5j9,2007-02-24 22:59:08,22:59:08,2007-02-24,2007,02,24,22,59,08
3.3,Greece,1172409519800,1415323902146,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5kz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5kz&format=geojson,,,,,reviewed,0,168,us,p000f5kz,",usp000f5kz,",",us,",",impact-text,origin,phase-data,",4.0,,,186.2,md,earthquake,"M 3.3 - 28 km WSW of Lakkí, Greece","[26.56, 37.02, 39]",26.56, 37.02, 39,usp000f5kz,2007-02-25 16:18:39.800000,16:18:39,2007-02-25,2007,02,25,16,18,39.800000
3.0,Turkey,1172409892820,1415323902147,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5m0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5m0&format=geojson,,,,,reviewed,0,138,us,p000f5m0,",usp000f5m0,",",us,",",impact-text,origin,phase-data,",11.0,,,75.7,md,earthquake,"M 3.0 - 7 km WSW of Sivrice, Turkey","[39.229, 38.41, 5.7]",39.229, 38.41, 5.7,usp000f5m0,2007-02-25 16:24:52.820000,16:24:52,2007-02-25,2007,02,25,16,24,52.820000
3.5,Turkey,1172416474990,1415323902193,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5m7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5m7&format=geojson,,,,,reviewed,0,188,us,p000f5m7,",usp000f5m7,",",us,",",impact-text,origin,phase-data,",7.0,,1.39,135.0,ml,earthquake,"M 3.5 - 18 km N of Do?anyol, Turkey","[39.021, 38.47, 10]",39.021, 38.47, 10,usp000f5m7,2007-02-25 18:14:34.990000,18:14:34,2007-02-25,2007,02,25,18,14,34.990000
3.1,Turkey,1172485191030,1415323902517,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5pe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5pe&format=geojson,,,,,reviewed,0,148,us,p000f5pe,",usp000f5pe,",",us,",",impact-text,origin,phase-data,",9.0,,,96.2,md,earthquake,"M 3.1 - 7 km W of Alt?nyayla, Turkey","[29.461, 36.994, 5]",29.461, 36.994, 5,usp000f5pe,2007-02-26 13:19:51.030000,13:19:51,2007-02-26,2007,02,26,13,19,51.030000
3.4,Turkey,1172645266000,1415323903164,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5tx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5tx&format=geojson,,,,,reviewed,0,178,us,p000f5tx,",usp000f5tx,",",us,",",impact-text,origin,phase-data,",5.0,,,333.8,md,earthquake,"M 3.4 - 4 km WNW of Evrenseki, Turkey","[31.31, 36.857, 23.7]",31.31, 36.857, 23.7,usp000f5tx,2007-02-28 09:47:46,09:47:46,2007-02-28,2007,02,28,09,47,46
4.8,Turkey,1172692533950,1415323903266,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5uz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5uz&format=geojson,,,,,reviewed,0,354,us,p000f5uz,",usp000f5uz,",",us,",",impact-text,origin,phase-data,",197.0,,1.25,83.3,mb,earthquake,"M 4.8 - 5 km SSE of Çüngü?, Turkey","[39.312, 38.164, 10]",39.312, 38.164, 10,usp000f5uz,2007-02-28 22:55:33.950000,22:55:33,2007-02-28,2007,02,28,22,55,33.950000
3.9,Turkey,1172693290000,1415323903281,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5v0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5v0&format=geojson,,,,,reviewed,0,234,us,p000f5v0,",usp000f5v0,",",us,",",impact-text,origin,phase-data,",7.0,,,137.0,ml,earthquake,"M 3.9 - 13 km NNW of Çüngü?, Turkey","[39.214, 38.316, 7]",39.214, 38.316, 7,usp000f5v0,2007-02-28 23:08:10,23:08:10,2007-02-28,2007,02,28,23,08,10
4.7,Turkey,1172705265700,1415323903349,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5vb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5vb&format=geojson,,,,,reviewed,0,340,us,p000f5vb,",usp000f5vb,",",us,",",impact-text,origin,phase-data,",121.0,,,71.5,mb,earthquake,"M 4.7 - 10 km WSW of Sivrice, Turkey","[39.2, 38.4, 5]",39.2, 38.4, 5,usp000f5vb,2007-03-01 02:27:45.700000,02:27:45,2007-03-01,2007,03,01,02,27,45.700000
3.3,eastern Turkey,1172743359830,1415323906615,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5w9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5w9&format=geojson,,,,,reviewed,0,168,us,p000f5w9,",usp000f5w9,",",us,",",impact-text,origin,phase-data,",12.0,,,79.1,md,earthquake,M 3.3 - eastern Turkey,"[39.258, 38.369, 5]",39.258, 38.369, 5,usp000f5w9,2007-03-01 13:02:39.830000,13:02:39,2007-03-01,2007,03,01,13,02,39.830000
3.2,Turkey,1172744123680,1415323906653,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5wc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5wc&format=geojson,,,,,reviewed,0,158,us,p000f5wc,",usp000f5wc,",",us,",",impact-text,origin,phase-data,",12.0,,,76.0,md,earthquake,"M 3.2 - 9 km WSW of Sivrice, Turkey","[39.219, 38.404, 5]",39.219, 38.404, 5,usp000f5wc,2007-03-01 13:15:23.680000,13:15:23,2007-03-01,2007,03,01,13,15,23.680000
3.3,Greece,1172769939600,1415323906904,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5ws,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5ws&format=geojson,,,,,reviewed,0,168,us,p000f5ws,",usp000f5ws,",",us,",",impact-text,origin,phase-data,",6.0,,,112.7,md,earthquake,"M 3.3 - 12 km SW of Mandráki, Greece","[27.03, 36.54, 11]",27.03, 36.54, 11,usp000f5ws,2007-03-01 20:25:39.600000,20:25:39,2007-03-01,2007,03,01,20,25,39.600000
3.4,Near the coast of western Turkey,1172872820000,1415323907739,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f5yn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f5yn&format=geojson,,,,,reviewed,0,178,us,p000f5yn,",usp000f5yn,",",us,",",impact-text,origin,phase-data,",7.0,,,172.7,md,earthquake,M 3.4 - Near the coast of western Turkey,"[26.162, 39.449, 7.9]",26.162, 39.449, 7.9,usp000f5yn,2007-03-03 01:00:20,01:00:20,2007-03-03,2007,03,03,01,00,20
3.3,Turkey,1172948402800,1415323908118,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f60e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f60e&format=geojson,,,,,reviewed,0,168,us,p000f60e,",usp000f60e,",",us,",",impact-text,origin,phase-data,",4.0,,,205.9,md,earthquake,"M 3.3 - 3 km NW of Behram, Turkey","[26.31, 39.52, 27]",26.31, 39.52, 27,usp000f60e,2007-03-03 22:00:02.800000,22:00:02,2007-03-03,2007,03,03,22,00,02.800000
3.9,Greece,1172956705240,1415323908265,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f60r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f60r&format=geojson,,,,,reviewed,0,234,us,p000f60r,",usp000f60r,",",us,",",impact-text,origin,phase-data,",33.0,,0.84,76.7,mb,earthquake,"M 3.9 - 12 km S of Kéfalos, Greece","[26.941, 36.633, 142.7]",26.941, 36.633, 142.7,usp000f60r,2007-03-04 00:18:25.240000,00:18:25,2007-03-04,2007,03,04,00,18,25.240000
4.3,Greece,1173083079400,1415323908891,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f648,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f648&format=geojson,,,,,reviewed,0,284,us,p000f648,",usp000f648,",",us,",",impact-text,origin,phase-data,",35.0,,,43.6,mb,earthquake,"M 4.3 - 17 km SSW of Kéfalos, Greece","[26.88, 36.6, 137]",26.88, 36.6, 137,usp000f648,2007-03-05 11:24:39.400000,11:24:39,2007-03-05,2007,03,05,11,24,39.400000
3.2,Turkey,1173099038980,1415323908919,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f64g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f64g&format=geojson,,,,,reviewed,0,158,us,p000f64g,",usp000f64g,",",us,",",impact-text,origin,phase-data,",10.0,,,75.8,md,earthquake,"M 3.2 - 5 km SW of Sivrice, Turkey","[39.26, 38.416, 7.6]",39.26, 38.416, 7.6,usp000f64g,2007-03-05 15:50:38.980000,15:50:38,2007-03-05,2007,03,05,15,50,38.980000
4.1,Turkey,1173152083000,1415323909130,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f65v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f65v&format=geojson,,,,,reviewed,0,259,us,p000f65v,",usp000f65v,",",us,",",impact-text,origin,phase-data,",68.0,,,53.8,mb,earthquake,"M 4.1 - 10 km E of Mu?la, Turkey","[28.487, 37.22, 6.3]",28.487, 37.22, 6.3,usp000f65v,2007-03-06 06:34:43,06:34:43,2007-03-06,2007,03,06,06,34,43
3.9,Turkey,1173226654510,1415323909597,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f67z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f67z&format=geojson,,,,,reviewed,0,234,us,p000f67z,",usp000f67z,",",us,",",impact-text,origin,phase-data,",33.0,,,78.4,ml,earthquake,"M 3.9 - 13 km E of Sincik, Turkey","[38.761, 38.049, 5]",38.761, 38.049, 5,usp000f67z,2007-03-07 03:17:34.510000,03:17:34,2007-03-07,2007,03,07,03,17,34.510000
4.7,Turkey,1173357339140,1415323910065,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f6b3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f6b3&format=geojson,,,,,reviewed,0,340,us,p000f6b3,",usp000f6b3,",",us,",",impact-text,origin,phase-data,",146.0,,,43.3,mb,earthquake,"M 4.7 - 21 km NNW of Bingöl, Turkey","[40.409, 39.068, 5]",40.409, 39.068, 5,usp000f6b3,2007-03-08 15:35:39.140000,15:35:39,2007-03-08,2007,03,08,15,35,39.140000
3.8,Turkey,1173358677200,1415323910092,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f6b5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f6b5&format=geojson,,,,,reviewed,0,222,us,p000f6b5,",usp000f6b5,",",us,",",impact-text,origin,phase-data,",22.0,,,47.4,ml,earthquake,"M 3.8 - 20 km NW of Bingöl, Turkey","[40.344, 39.031, 5]",40.344, 39.031, 5,usp000f6b5,2007-03-08 15:57:57.200000,15:57:57,2007-03-08,2007,03,08,15,57,57.200000
3.7,Turkey,1173447838000,1415323910681,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f6cm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f6cm&format=geojson,,,,,reviewed,0,211,us,p000f6cm,",usp000f6cm,",",us,",",impact-text,origin,phase-data,",11.0,,,173.6,md,earthquake,"M 3.7 - 27 km NNW of Eceabat, Turkey","[26.287, 40.425, 7.1]",26.287, 40.425, 7.1,usp000f6cm,2007-03-09 16:43:58,16:43:58,2007-03-09,2007,03,09,16,43,58
4.5,Turkey,1173482693250,1415323910854,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f6dc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f6dc&format=geojson,,,,,reviewed,0,312,us,p000f6dc,",usp000f6dc,",",us,",",impact-text,origin,phase-data,",95.0,,,111.3,mb,earthquake,"M 4.5 - 22 km NNW of Bingöl, Turkey","[40.393, 39.076, 5]",40.393, 39.076, 5,usp000f6dc,2007-03-10 02:24:53.250000,02:24:53,2007-03-10,2007,03,10,02,24,53.250000
3.4,Turkey,1173513188600,1415323910948,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f6e8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f6e8&format=geojson,,,,,reviewed,0,178,us,p000f6e8,",usp000f6e8,",",us,",",impact-text,origin,phase-data,",4.0,,,160.0,md,earthquake,"M 3.4 - 21 km WNW of Karaburun, Turkey","[26.3, 38.74, 21]",26.3, 38.74, 21,usp000f6e8,2007-03-10 10:53:08.600000,10:53:08,2007-03-10,2007,03,10,10,53,08.600000
3.4,Greece,1173568145900,1415323911198,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000f6fb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000f6fb&format=geojson,,,,,reviewed,0,178,us,p000f6fb,",usp000f6fb,",",us,",",impact-text,origin,phase-data,",4.0,,,171.7,md,earthquake,"M 3.4 - 36 km NNE of Karpathos, Greece","[27.3, 35.83, 15]",27.3, 35.83, 15,usp000f6fb,2007-03-11 02:09:05.900000,02:09:05,2007-03-11,2007,03,11,02,09,05.900000
